id	review_lemmas	food	interior	price	service	whole
123	"03.09 2014 отмечать в ресторан любимый день рождение любимый праздничный ужин проходить на 3 этаж интерьер ресторан очень интересный обслуживающий персонал  ,  конечно ,  испортить весь праздничный вечер лично для мы и наш друг во-первых ,  вовремя обслуживание ,  официант анастасия уронить грязный прибор на гость во -  второй ,  постоянно забирать посуда в который еще находиться еда ,  а пустой посуда оставлять на стол в конец вечер заказывать вода приносить она через 20 минута ,  при это сказать ,  что она весь этот время кушать ,  она быть не когда мужчина заказывать себя бутылочка текила ,  лимон и соль все приноситься отдельно  ,  с разница во время 10 минута что очень сильно удивлять я бы не рекомендовать идти в данный ресторан быть в петербург ресторан на много хорошо и доступный по цена и качество обслуживание"	absence	positive	absence	negative	negative
124	"я не обманывать мой друг как быть сказать :  самый вкусный суша в город ,  так и получаться место и интерьер :  ресторан располагать в спальный район ,  сам бы я в он не поехать ,  но тут быть по путь интерьер аккуратный ,  спокойный ,  комфортный кухня :  прекрасный суша ,  свежий рыба ,  правильно сварить рис ,  как запекать ,  таки и классичесикий суша и ролл чудо как хороший весь порция внушительный размер :)  ну очень вкусно а еще давать вкусный вареник с вишня ,  что тоже не плохо сервис :  быстро ,  по дело ,  без ошибка цена средний ,  суша от 55 рубль ,  ролл до 600 ,  напиток не дорогой общий впечатление приятный если оказываться в район ленинский проспект ,  идеальный место для любитель японский кухня рекомендовать ресторан ,  как ресторан для обед ,  ужин публика разный ,  и семейный пара и парень ,  который зайти пообедать на район ,  девушка - подружка и мама с ребенок для романтический свидание не уверенный а вот зайти и перекусить просто ,  без повод - да я понравиться - 1 балл за кофе ,  он не вкусный общий впечатление приятный спасибо за вкусный обед"	both	positive	positive	positive	positive
125	"я как-то увидеть ,  что на место не безызвестный магазин открываться новый ресторан вид через окно с невский я заставлять туда заглядывать и интерьер я не разочаровывать , а ,  наоборот ,  очень обрадовать очень красивый и уютный место обслуживать персонал очень приятный наш официант приходиться много мы объяснять ,  так как с азиатский такой кухня я не знакомый быть но он много предлагать ,  описывать ,  помогать выбирать я и мой подруга быть очень довольный этот выбор я взять кокосовый суп с морепродукт он быть острый ,  но ,  как я понимать ,  это особенность кухня но то любить острый и быть в восторг от блюдо подруга заказывать салат с апельсин ,  руккола и лосось ,  а на десерт мы брать манговый мусс и лимонный десерт мы весь очень понравиться быть безумно вкусно !!!! советовать все обязательно посещать этот заведение !!!!"	positive	positive	absence	positive	positive
126	"31 июль отмечать наш свадьба в ресторан анданте к выбор ресторан подходить основательно ,  быть много разный предложение ,  но хороший данный ресторан ничто не находить все прекрасно начинать от первый звонок в ресторан и общение с администратор и заканчивать наш сбор после банкет всегда приветливый обслуживающий персонал в любой время ,  при личный общение и по телефон в ресторан несколько вариант меню ,  на любой кошелек ,  в каждый из меню ,  большой выбор всего ,  закуска горячий и холодный ,  горячий ,  напиток мой гость ,  да в прочее как и мы молодой оставаться в полный восторг !!!)  кухня супер ,  атмосфера восхитительный ,  интерьер хороший ,  великолепный вид из ресторан рекомендовать все спасибо администрация"	positive	positive	positive	positive	positive
127	"посещать данный ресторан в начало сентябрь в компания прелестный спутница общий впечатление складываться исключительно позитивный : -  начинаться весь с бронирование столик по телефон ,  вежливый администратор столик забронировать с учет весь мой пожелание ,   когда мы приходить ,  мы встречать приветливый девушка ,  проводить до наш столик и вручать меню ,   столик быть у окно ,  с мягкий диванчик :  очень уютно и комфортно ,   сделать заказ ,  все приготавливать очень быстро :  через 20 мина все уже быть на стол ,   еда вкусный ,  но отдельно хотеть отмечать красивый сервировка блюдо ,   после горячий ,  официант порекомендовать вкусный десерт ,  от который мы не смочь отказываться в итог в данный заведение мы проводить около 2х час время ,  прекрасно поужинать и пообщаться ,  обтановка уютный и романтичный средний чек на человек получаться до 1000 рубль после ужин мы сразу принимать решение ,  что скоро мы снова посещать сей заведение алексей ,  т хххх255"	positive	positive	neutral	positive	positive
128	"вчера с друг ,  решать весь таки посещать ,  столь расхваливать заведение ,  но уже со вход ,  я начинать разочаровываться как только зайти ,  мы никто не обязываться встречать ,  на первый этаж ,  быть чей-то день рождение ,  судя по все ,  детский ( хотя я не думать ,  что манилов ,  то заведение ,  где стоить устраивать детский праздник ),  далее мы подниматься на второй этаж ,  опять же мы никто не встречать ,  и вообще зал ресторан быть пустой ,  только какой то компания ,  который мы разрешать проходить ( кто это быть ,  без понятие ,  или администрация ,  который уже начинать праздновать 8 март ,  то ли очень наглый гость ),  через минута 10 подходить официант ,  принимать заказ ,  заказывать коктейль ,  паста и греческий салат с курица ,  заказ ждать долго ,  если учитывать ,  что паста ,  салат максимум готовиться полчаса ,  мы ждать час ,  когда я спрашивать у официант ,  столько еще ожидать наш заказ ,  на что прозвучать ответ :  ну ,  не знать может минута через 10 ,  у мы банкет внизу и повар не успевать ....... ,  на что я сказать ,  что вы это не оправдывать ,  или надо быть предупреждать по повод еда ,  паста быть ну ничто ,  средненький ,  чуток пересолить ,  цезарь быть не очень ,  заветренный и холодный кусочек куриный филе я не особо вдохновлять ,  затем мы попросить счет ,  он так же долго не мочь приносить ,  как и заказ в общий не в восторг"	negative	absence	absence	negative	negative
129	"не судить человек по одежка ...  9 май ... пасмурный , но теплый питерский вечер ...  в компания подруга решать прогуливаться по центр , перекусить решать в Tefsi , так как быть рядом и слышать много хороший встречать мы на вход удивленно ,  так как выглядеть мы , как тинейджер ), но как говорить у мы в компания мочь себя позволять ))) не быть говорить об интерьер ,  так как наверно в предыдущий отзыв все уже написать , мочь сказать один - понравиться ,  кухня тоже мы порадовать -  хачапури отличный ,  хинкали большой , но мясо чуть-чуть суховато , баклажан запекать отменный ,  люля неплохой ,  но не хватать соус ,  а официант не предлагать дополнительно он заказывать вот и все хороший заканчиваться ,  так как сервис в это заведение на ноль ,  блюдо одновременно не приносить ,  в итог я есть , когда весь остальной свой блюдо уже съедать , тарелка грязный со стол не убирать , но самый главное , когда приносить сдача -  чека не быть , сразу весь хороший впечатление об этот ресторан испаряться , естественно никто к мы больше не подходить , а когда мы уходить никто с мы не попрощаться чаевые не оставлять , так как считать , что персонал этот заведение уже зарабатывать себя на чай"	both	positive	absence	negative	negative
130	"три день назад отмечать в этот ресторан день рождение сегодня решать почитать отзыв по этот заведение ,  так как вечер быть просто испортить складываться такой впечатление ,  что мы быть где-то в другой место да ,  неплохой интерьер ,  неплохой кухня ... но все остальное просто ужас во-первых такой отвратительный обслуживание я не видеть нигде на весь ресторан работать один официантка ,  что сам по себя странно если бы она просто не справляться с обилие заказ ,  то еще как то извинительный ,  но она не очень то и стараться например вино мы нести 20 мина ,  курить мы выходить на улица ,  где для это стоить кресло и столик ,  попросить ее приносить пепельница ... она пообещать ,  но до конец наш застолье так это и не сделать на закуска мы среди прочее заказывать оливка ,  так они мы приносить почти в конец вечер ,  про один заказ она вообще забывать ,  на что просто извиняться отдельный история  -  живой музыка хороший певец ,  с хороший голос ... но для такой маленький помещение  -  это просто тихий ужас разговаривать быть невозможно не только с другой конец стол ,  но и сосед справа - слева приходиться переспрашивать соглашаться ,  на вкус и цвет товарищ нет ,  но я в этот ресторан много ни нога и весь свой друг обязательно предупреждать"	positive	both	absence	negative	negative
131	"ходить в этот ресторанчик не так часто ,  только когда бывать в этот район все ,  что пробовать очень вкусно из мой любимый  -  салат с курина печень ,  запекать суша и тирамис ни раз не приходиться усомниться в качество и свежесть блюдо :)  интерьер симпатичный ,  но не производить впечатление стильный ..  главное ,  что очень уютно обслуживание .. разный ,  так сказать ..  пора долго ждать ,  иногда неудобно  -  приносить все сразу ..  но это редко в целое вежливый ,  но не навязчивый обслуживание ,  следить за посуда ,  пепельница .. нормально :)  ресторан огромный спасибо в первый очередь за хороший кухня ,  но при это демократичный цена :)"	positive	positive	positive	both	positive
132	"ходить туда вчера интерьер необычный ,  привлекать а в самый кафе быть очень холодно ,  хотя у они быть конди ,  они они включать на тепло ,  только когда мы уже настойчиво попросить ,  но и это не спасать ,  рука оледеневать просто из кухня заказывать пицца ,  так ..... ничто особенный ,  поесть можно ,  допинг не быть ,  добавлять быть нечего  =(  хотеть еще десерт заказывать ,  так фрукт у они тоже не оказываться ((((  заказывать чай ,  по вкус быть на самый дешевый похожий официант весь время куда-то пропадать ,  хотя народ вообще не быть еще что не понравиться ,  так это то ,  что повар прямо через весь кафе ходить ,  туда-сюда в общий  -  я не в восторг от этот заведение ,  туда больше не пойти"	negative	negative	absence	negative	negative
133	"из весь посещать я ресторан китайский кухня тан жена на гороховый  -  самый любимый это место ,  чтобы хорошо ,  вкусно и просто поесть тут вы не быть дорогой ,  роскошный интерьер и изысканный меню зато вы получать отличный кухня и быстрый ,  качественный обслуживание из год в год ресторан не становиться плохо ,  что не мочь не радовать несмотря на бешеный популярность ,  владелец держать марка и не позволять себя экономить на качество еда более тот ,  даже когда зал полный  (  а это бывать в 99 , 9 %  случай ),  вы не быть ждать меню или официант долго 2 - х минута простой пример :  14 февраль ,  в полный аншлаг ,  от момент ,  когда мы садиться за стол до момент ,  когда мы вынести первый блюдо ,  проходить минута 15 и быть вкусно даже не так вкусно единственный минус  -  нужно обязательно бронировать столик"	positive	absence	absence	both	positive
134	"очень хотеться поделиться свой мнение мы с друг оставаться очень довольный посещение этот заведение ,  народ не много ... уютный , мягкий диванчик )  очень приветливый персонал , весь девушка в один голос здороваться как только заходить )  и улыбаться )) очень приятно ..  заказывать блюдо приносить очень даже быстро ... или этот время так быстро пролететь , за счет уютный атмосфера .. заказывать стейк из говядина , шашлычок из гриб , солянка , цезарь из курица , овощ на гриль ,  все очень понравиться ... ооочень )  спасибо повар цена и качество соответствовать .. солянка 200 руб ,  цезарь 250  , стейк 550 ,  не очень завышать цена , надеяться и далеко такой же быть ))  планировать там проводить банкет ... на петроградский один из хороший ресторан ..... советовать все )"	positive	positive	positive	positive	positive
135	"почитать отзыв на этот сайт и решать посещать заведение действительно ,  все оказываться на уровень понравиться красивый интерьер и вежливый ,  довольно быстрый обслуживание но самый главное  -  все быть очень вкусно давно не быть в заведение ,  к который у я не возникать почти никакой претензия посидеть с друг просто замечательно и все уходить в хороший настроение обязательно зайти туда еще"	positive	positive	absence	positive	positive
136	"мы приходить с муж в небо приблизительно в 19 : 00 9 февраль на вход мы встречать неприятный молодой человек - администратор честно говорить быть немного удивлять ...  не первый раз приходить в этот ресторан и весь время такой красивый девушка встречать ,  а тут .(!)  ну да ладно идти далеко в этот время сутки в ресторан не быть много народ и перед мы быть огромный выбор место мы предлагать приседать на мягкий и удобный диванчик конечно не у окно ,  но вид все же как всегда быть прекрасный буквально через 5 минута к мы подходить любезный официант и принимать наш заказ приблизительно через 15 минута мы уже наслаждаться теплый мексиканский салат и карпаччо из утиный грудки холодный закуска и салат быть великолепный горячее тоже очень порадовать официант быть всегда внимательный и любезный появляться всегда в тот момент ,  в который нужно не надоедать ,  ну и не оставлять мы совсем один в общий весь быть прекрасно мы очень понравиться ..  быть приходить еще и еще много раз =)"	positive	positive	absence	both	positive
137	"очень испортиться ресторан за последний год ,  цена выше ,  обслуживание плохой и кухня изменяться не в хороший сторона справлять я там свой др год назад и все быть хороший тогда один испортить праздник ,  заранее я специально приезжать (  день за 2 ),  заказывать еда и договариваться что к 7 часы все быть накрывать не в 7 и не в 7.30 на стол не быть ничто где-то около 8 приносить пиво и сухарик ,  минута через 10 - 15 начинать приносить салат и закуска горячий быть только в 9 час и зачем тогда приезжать и заказывать заранее !?  +  еще мы договариваться о жирафа для пиво ,  но как оказываться в тот день они все быть занимать еда быть очень вкусный ,  большой порция и адекватный цена в этот год даже на сухарь становиться экономить ,  теперь приносить в два раз маленький ,  так и за сыр отдельно нужно платить ,  вроде 40 или 50р салат цезарь испортиться ,  порция мало и в тарелка один лист обслуживание все так же хромать ,  ну в этот раз официантка извиняться и сказать что уже 10 день работать без выходной мы становиться она жаль и мы оставлять она хороший чаевые P S жаль что такой приличный место так испортиться"	negative	absence	negative	negative	negative
138	"отличный место ,  с отличный кухня читать много отзыв ,  честно говорить много половина из они оказываться вранье кто-то писать про салат из холодильник и не вкусный лаваш все не правда салат свежий ,  ингредиент явно не из лента и холодильник лаваш свежий ,  съедать сразу ,  еще салат не успевать приносить кто-то говорить ,  что мясо долго готовить да ,  не через 10 минута приносить ,  но сразу говорить ,  надо подождать 40 минута шашлык свежий ,  таять ,  никакой жир и кость прибор даваться не один из минус  ( для я это не минус ),  нет отдельно зала для курящий ,  ну и возможно персонал немного назойливый  ( хотя по я так в самый раз ) бокал всегда полный и не надо ждать несколько минута ,  когда к ты подходить  ( во многий заведение именно так ) порция вполне нормальный ,  не огромный ,  но и не маленький ну и самый главное  -  это цена дешево и очень вкусно сколько мы съедать и выпивать на шесть человек ,  в другой заведение попросту быть бы в два - три раз дорого уходить довольный и сытый сюда по отзыв ,  этот место посещать ,  человек ранг ,  как минимум депутат так если быть деньги ,  можно и в другой ресторан ходить ,  а не писать чушь про салат из холодильник"	positive	absence	positive	both	positive
139	"удивлять наличие негативный отзыв о данный заведение ,  т к я лично оставаться в полный восторг от все :  прекрасный обслуживание ,  приветливый персонал ,  демократичный цена ,  очень вкусный еда и большой порция ,  ненавязчивый интерьер ,  весь чисто и аккуратно ,  отличный качество какаоке еще из плюс -  при заказ банкет быть специальный предложение по алкоголь  ( можно приобретать вино ,  шампанское и водка по цена производитель ) праздновать там свой др  -  я и гость оставлися на 100 %  довольный !!  огромный спасибо персонал обязательно прийти к вы снова !!"	positive	positive	positive	positive	positive
140	"отмечать с муж годовщина свадьба на первый этаж ресттаун в ресторан венеция несмотря на пятница вечер быть занятый всего пара столик -  оказываться ресторан открывать все 1.5 мес но несмотря на это ресторан высоко всякий похвала встречать очень приятный администратор галина интерьер просто замечательный  -  помещение ресторан довольно большой ,  но при это очень уютно  -  мягкий диван с подушка ,  фоновый и живой музыка ,  место для танец .. мы весь очень понравиться  -  не ожидать на наш север очутиться в такой милый итальянский местечко ) кухня и обслуживание на уровень на двое поужинать  ( без алкоголь ,  закуска ,  горячий ,  десерт )  на 2500р я из блюдо понравиться абсолютно все ,  муж не доедать только тирамис .. пожалуй только к десерт и можно придираться  -  выбор пока маловат еще в ресторан быть отдельный зал для банкет с детский комната  -  тоже взять на вооружение вобщий очень рекомендовать и сам обязательно еще прийти"	both	positive	absence	positive	positive
141	"ну вот посещать чаплин - холл ,  поделиться впечатление заведение хороший ,  сказать ,  что это ресторан быть бы не совсем корректный ,  это даже скоро концертный зал с возможность заказывать еда и напиток зал очень просторный и атмосферный ,  свободный место предостаточно удобный столик на небольшой компания друг - знакомый меню достаточно разнообразный ,  быть отдельный меню японский кухня ,  ну это на любитель я ,  например ,  много предпочитать традиционный кухня быть смешанный блюдо ,  вот например ,  так любить русский человек сельдь под шуба … с краб она не пробовать ,  просто название зацеплять попробовать палтус запекать  –  хороший ,  да и красиво смотреться на тарелка правда ,  этот самый тарелка уж как-то намного большой сам палтус видимо так принятый )  салат грибной тоже хороший ,  порция достойный кофе - десерт  –  тоже без претензия ,  все вкусно итого приятный вечер ,  в хороший компания в хороший место я понравиться"	positive	positive	absence	neutral	positive
142	"место очень интересный просто сходить стоять но ...  обслуживание просто кошмар в последний советский столовая обслуживать хорошо мы приходить не сильно голодный ,  заказывать пара блюдо и чай на что официант мы сказать ,  что заказ должный быть на 1500р и если нет ,  то он даже открывать столик не быть потом он высказывать ,  что вообще у они клиент по 25 000 оставлять ,  и вообще ...  честно говорить ,  очень неприятный ощущение мы конечно ,  заказывать коктейль еще ,  но честно говорить ,  при весь крутизна антураж большой туда идти не хотеться и дело не в деньги ,  а в отношение уж если так все жестко  -  то предупреждать бы о депозит ,  все равный ведь по телефон бронировать ...  и пара слово о кухня еда ,  довольно вкусный ,  но очень маленький порция  ( как вообще у мы в россия в ресторан почему-то )"	both	positive	absence	negative	both
143	"зайти в кафе с подруга по рекомендация родитель ,  они быть недавно они очень понравиться мы тоже !!  очень понравиться интерьер ,  мы сидеть в первый зал ,  занавесочка просто супер ,  и еще быть парочка картина ,  который жутко хотеться бы иметь у себя дома )  по еда тоже весьма неплохо ,  готовить достаточно быстро ,  брать судак с овощ и рис ,  очень вкусно быть и потрясать кофе борджиа ,  рано он не пробовать !!  подруга брать один из восточный салат ,  к сожаление не смочь воспроизводить точно название ,  но тоже оставаться довольный американо она также не разочаровывать единственный мы быть в пятница вечер и сервис несколько тормознуть ,  девушка и молодой человек ,  который там быть ,  много заниматься свой дело больше в к этот место нарекание в принцип не возникать )  общий вывод :  уютный местечко в центр ,  с разумный цена и весьма комфортный обстановка )"	positive	positive	positive	negative	positive
144	"посещать этот ресторан 25 , 08 , 12 после посещение желание приходить еще раз нет очень много недочет как в работа официант так и в блюдо 1 быть с ребенок ,  заказывать из детский меню пицца к большой удивление пицца  ( еще раз  -  из детский меню )  быть на столько острый ,  что и взрослый не смочь ее быть ,  не говорить уже о ребенок официант вообще прокомментировать это так ,  что детский меню  -  это для взрослый ,  который хотеть заказывать маленький порция ,  а не для ребенок . :))  2 попросить приносить обычный яблочный сок ,  не свежевыжатый ,  приносить свежевыжатый ,  приходиться вернуть 3 просить приносить свежевыжатый сок в большой стакан  +  газированный вода сок приносить в маленький стакан про вода забывать 4 просить официант помогать выбирать из 2 - х блюдо официант сказать у мы весь вкусный и помогать с выбор не смочь за кухня оценка 3 ,  т к из весь заказ понравиться только панакот салат цезарь быть так себе  +  очень острый пицца из детский меню за сервис 3 ,  т к официант путать заказ ,  не мочь помогать с выбор  ( или не хотеть ,  когда клиент просить помогать определяться ,  он не хотеть услышать весь вкусный ,  брать все ) а мнение что детский меню не для ребенок ,  вообще убивать из плюс хотеть отмечать няня в детский комната ,  очень милый девушка ,  ребенок очень понравиться"	both	absence	absence	both	negative
145	"решать этот день рождение отмечать семья - я , жена и брат за пара день заказывать столик , что оказываться весьма кстати - несмотря на будний день , веранда быть занимать полностью при вход улыбчивый девушка хостесса встречать и проводить к столик - приятно обслуживать молодой человек антон при выбор блюдо быть небольшой паника , потому что хотеться попробовать все ))) выбирать сациви ( холодный пробовать впервые - изумительно , очень тонкий вкус ), хачапури по-мегрельски ( крутой чем сырный пицца )))), блюдо на мангал , ну и ребята взять всякий закуска и салат , просто не помнить какой именно на десерт жена взять классический наполеон , пробовать он и приговаривать - как в детство , вкуснятина ))) я решаться попробовать бараний яичко - не впечатлевать , из-за то , что они быть замораживать , вкус совершенно другой , нежели должный быть а во все остальное повар молодец официант антон работать четко , без существенный задержка и никуда не торопиться очень приятно , когда хороший кухня не подводить плохой обслуживание интерьер домашний и очень уютный , туалет вообще отличный , а играть там сказка расслаблять )))) в итог , мы из-за обилие вкусный еда в конец вечер еле вставать из-за стол , быть довольный  , сытый и немного пьяный ))) спасибо вы огромный"	both	positive	absence	positive	positive
146	"являться с друг ,  большой поклонник итальянский кухня ,  не мочь не посещать давать место быть будний день ,  на вход мы встречать замучивать девушка ,  сказать что место нету ... оглядеться и правда весь столик быть занимать мы решать не сдаваться ,  и предлагать подождать ,  если какой-нибудь столик освобождаться )  она тут же сказать ,  что быть столик внизу ,  но там пока нет свет ... в течение этот разговор свет внизу включать и мы проводить вниз ...  садиться за столик для двое ,  рядом сидеть шумный компания ,  и вообще в целое быть очень шумно меню ... несколько заламинировать листочек :  очень много паста ,  пицца ,  и мало салат и закуска не разбираться в итальянский кухня человек ,  быть очень трудный он понимать очень маленький выбор вино официант подходить довольно быстро ,  принимать заказ напиток тоже подавать быстро кофе капуччино ,  в большой кружок ,  очень хороший ,  шампанское не плохой кухня ... мы не понравиться не быть вдаваться в подробность по сравнение с другой итальянский ресторан ,  где мы кушать ( пробка группа ,  итать группа )  вообще не сравнимый но с другой сторона цена соответствовать качество это не ресторан ,  а кафе впечатление в целое довольно приятный"	both	negative	positive	both	positive
147	"на прошлый неделя удаваться таки сходить в этот ресторан друг очень рекомендовать ,  а время никак не быть ,  ну вот свершаться у вход встречать приветливый гардеробщик ,  хотя быть достаточно тепло ,  и его присутствие я удивлять ,  обычно с наступление тепло они исчезать ,  как вид ..  тут нет милый девушка проводить в зал для курящий садиться за стол ,  подходить официант ,  вежливый и услужливый молодой человек в зал работать кондиционер ,  и быть немного прохладно ,  для я ,  официант увидеть мой дискомфорт предлагать плед отказываться ,  и в общий потом привыкать к прохлада ,  зато запах дым и кухонный совсем не присутствовать заказывать салат из их меню с семга горячий копчение ,  очень понравиться ,  просто восторг ,  а еще быть хлебный тарелка  -  вот тут я понимать ,  как мало надо человек для счастие ,  свежий ,  теплый хлеб источать божественный аромат ,  да и вкус не подводить горячее брать не становиться ,  а вот от десерт отказатся не смочь ,  брать два шоколад  -  я влюбляться в этот шедевр все советовать ,  попробовать с чашка кофе  -  просто нет слово как вкусно в целое ресторан очень понравиться ,  атмосфера уютный ,  кухня очень вкусный ,  и достаточно быстрый обслуживание советовать сходить кто еще небыть ,  думать понравиться друг спасибо ,  что рекомендовать ,  ни сколько не пожалеть все супер !!!"	positive	positive	absence	positive	positive
148	"первый раз зайти случайно ,  хотеться кофе попить ... сразу быть очаровывать обслуживать персонал :  встречать так ,  как будто ждать именно ты и очень рад визит кофе вкусный ,  тортик отменный потом несколько раз заходить с друг ,  посидеть ,  выпивать пивко выбор пиво небольшой ,  но это нормальный все-таки это много кондитерский ... хотя все находить себя напиток по вкус ,  быть и тиммерманс и невский очень понравиться закусочка :  и жарить крылышко ,  и особенно кальмар они подавать еще и с колечко лук правда без соус ,  в меню мы соус тоже не обнаруживать ,  но приветливый девушка - официантка на наш вопрос о соус ,  предлагать 2 вид и сразу же приносить интерьер неплохой ,  жалко только ,  что диванчик и плазменный панель только в зал для некурящий обслуживание на 10 ,  весь вовремя ,  мило и с улыбка отлично ,  что появляться такой приятный местечко в наш район"	both	both	absence	positive	positive
