term,category,mark,sentiment,type
шампанское,Food,Rel,positive,explicit
Кухня,Food,Rel,negative,explicit
ресторанами,Whole,Cmpr,positive,explicit
кушали,Food,Cmpr,positive,explicit
цена,Price,Rel,positive,explicit
ресторан,Whole,Rel,neutral,explicit
встретил,Service,Rel,positive,explicit
приветливый,Service,Rel,positive,implicit
гардеробщик,Service,Rel,positive,explicit
Милая,Service,Rel,positive,implicit
девушка,Service,Rel,positive,explicit
официант,Service,Rel,positive,explicit
вежливый,Service,Rel,positive,implicit
услужливый,Service,Rel,positive,implicit
молодой человек,Service,Rel,positive,explicit
немного прохладно,Interior,Rel,negative,fct
официант,Service,Rel,positive,explicit
запахов дыма и кухонных совсем не присутствует,Interior,Rel,positive,fct
салат из их меню с &quot;семгой горячего копчения&quot;,Food,Irr,positive,explicit
хлебная тарелка,Food,Rel,positive,explicit
свежайший,Food,Rel,positive,implicit
хлеб,Food,Rel,positive,explicit
вкус,Food,Rel,positive,explicit
Горячее,Food,Rel,neutral,explicit
десерта,Food,Rel,positive,explicit
&quot;два шоколада&quot;,Food,Rel,positive,explicit
кофе,Food,Rel,positive,explicit
вкусно,Food,Rel,positive,implicit
ресторан,Whole,Rel,positive,explicit
атмосфера,Interior,Rel,positive,explicit
уютная,Interior,Rel,positive,implicit
кухня,Food,Rel,positive,explicit
вкусная,Food,Rel,positive,implicit
обслуживание,Service,Rel,positive,explicit
кофе,Food,Rel,neutral,explicit
обслуживающим персоналом,Service,Rel,positive,explicit
Кофе,Food,Rel,positive,explicit
вкусное,Food,Rel,positive,implicit
тортики,Food,Rel,positive,explicit
пивка,Food,Prev,neutral,explicit
Выбор пива небольшой,Food,Rel,negative,fct
пива,Food,Rel,negative,explicit
кондитерская,Whole,Rel,neutral,explicit
напиток,Food,Rel,positive,explicit
Тиммерманс,Food,Rel,positive,explicit
Невское,Food,Rel,positive,explicit
закусочки,Food,Rel,positive,explicit
жаренные крылышки,Food,Rel,positive,explicit
кальмары,Food,Rel,positive,explicit
колечками лука,Food,Rel,neutral,explicit
соуса,Food,Rel,negative,explicit
соуса тоже не обнаружили,Food,Rel,negative,fct
соуса,Food,Rel,negative,explicit
приветливая,Service,Rel,positive,implicit
девушка-официантка,Service,Rel,positive,explicit
соусе,Food,Rel,positive,explicit
сразу же принесла,Service,Rel,positive,fct
Интерьер,Interior,Rel,positive,explicit
диванчики и плазменная панель только в зале для некурящих,Interior,Rel,negative,fct
Обслуживание,Service,Rel,positive,explicit
вовремя,Service,Rel,positive,implicit
мило,Service,Rel,positive,implicit
с улыбкой,Service,Rel,positive,fct
местечко,Whole,Rel,positive,explicit
ресторане,Whole,Rel,neutral,explicit
официант,Service,Prev,positive,explicit
дружелюбно,Service,Prev,positive,implicit
Кухня,Food,Rel,negative,explicit
порции,Food,Prev,positive,explicit
съедобно,Food,Prev,positive,implicit
ресторана,Whole,Rel,negative,explicit
бизнес-ланчи,Food,Irr,positive,explicit
заказать,Service,Rel,negative,explicit
`заказать бизнес-ланч можно только, сидя внутри помещения`,Service,Rel,negative,fct
бизнес-ланч,Food,Rel,neutral,explicit
помещении,Interior,Rel,negative,explicit
жарко,Interior,Rel,negative,fct
`заказать один бизнес-ланч, если ты пришел вдвоем нельзя`,Service,Rel,negative,fct
бизнес-ланч,Food,Rel,negative,explicit
порция,Food,Irr,negative,explicit
надменным,Service,Rel,negative,implicit
официантки,Service,Rel,negative,implicit
ресторан,Whole,Prev,positive,explicit
ресторанчик,Whole,Rel,negative,explicit
заведения,Whole,Cmpr,positive,explicit
кухней,Food,Cmpr,positive,explicit
сервисом,Service,Cmpr,positive,explicit
менеджер,Service,Irr,neutral,explicit
ресторана,Whole,Irr,neutral,explicit
уютная,Interior,Rel,positive,implicit
атмосфера,Interior,Rel,positive,explicit
Обслуживание,Service,Rel,positive,explicit
внимание,Service,Rel,positive,implicit
персонала,Service,Rel,positive,explicit
официанту Евгению,Service,Rel,positive,explicit
обслуживающего,Service,Rel,positive,explicit
ресторана,Whole,Cmpr,neutral,explicit
Капоне,Whole,Rel,positive,explicit
живой музыки,Interior,Rel,positive,explicit
повару,Food,Rel,positive,explicit
вкус,Food,Rel,positive,explicit
блюд,Food,Rel,positive,explicit
ресторан,Whole,Rel,positive,explicit
ресторане,Whole,Rel,neutral,explicit
Интерьер,Interior,Rel,positive,explicit
ресторан,Whole,Rel,neutral,explicit
кухня,Food,Rel,negative,explicit
забегаловке,Whole,Cmpr,negative,explicit
интерьеру,Interior,Rel,positive,explicit
Подача блюд,Food,Rel,negative,explicit
морковка наструганная-единственное яркое пятно на тарелке,Food,Rel,negative,fct
морковка,Food,Rel,negative,explicit
обслуживание,Service,Rel,negative,explicit
`чай например, ждали минут 15`,Service,Rel,negative,fct
чай,Food,Rel,negative,explicit
вазу для цветов ждали весь вечер,Service,Rel,negative,fct
ресторане,Whole,Rel,negative,explicit
Цены,Price,Rel,negative,explicit
напитки,Food,Rel,neutral,explicit
чай,Food,Rel,negative,explicit
чай за 400 руб,Price,Rel,negative,fct
цена на неалкогольный напиток 250-300 руб,Price,Rel,negative,fct
неалкогольный напиток,Food,Rel,negative,explicit
дорого,Price,Rel,negative,implicit
интерьера,Interior,Rel,positive,explicit
ресторан,Whole,Irr,positive,explicit
Блюда,Food,Rel,negative,explicit
супы,Food,Rel,negative,explicit
шашлыки,Food,Rel,negative,explicit
хачапури,Food,Rel,negative,explicit
десерты,Food,Rel,negative,explicit
счет принесли нам внушительный,Price,Rel,negative,fct
ресторане,Whole,Cmpr,positive,explicit
ресторане,Whole,Rel,neutral,explicit
встретили,Service,Rel,neutral,explicit
проводили до мест,Service,Rel,neutral,explicit
предложили меню,Service,Rel,neutral,explicit
Народу практически не было,Interior,Rel,positive,fct
Интерьер,Interior,Rel,positive,explicit
уютное,Interior,Rel,positive,implicit
место,Whole,Rel,positive,explicit
музыка,Interior,Rel,positive,explicit
в туалетной комнате были пустые корзинки с бумажными полотенцами,Interior,Rel,negative,fct
пенне 4 сыра,Food,Rel,neutral,explicit
спагетти карбонара,Food,Rel,neutral,explicit
овощи на гриле,Food,Rel,neutral,explicit
фокачча с прованскими травами и сыром пармезан,Food,Rel,neutral,explicit
вино,Food,Rel,neutral,explicit
водку,Food,Rel,neutral,explicit
чай с лимоном и чабрецом,Food,Rel,neutral,explicit
Заказ принесли довольно быстро,Service,Rel,positive,fct
вкусностей,Food,Irr,positive,implicit
девушка,Service,Rel,positive,explicit
блюда,Food,Rel,positive,explicit
сытные,Food,Rel,positive,implicit
вкусным,Food,Rel,positive,implicit
поварам,Food,Rel,positive,explicit
Вино,Food,Rel,positive,explicit
Вкусное,Food,Rel,positive,implicit
послевкусием,Food,Rel,positive,explicit
заведение,Whole,Rel,positive,explicit
ресторан,Whole,Rel,positive,explicit
обслуживанием,Service,Rel,positive,explicit
Уютный,Interior,Rel,positive,implicit
интерьер,Interior,Rel,positive,explicit
вежливые,Service,Rel,positive,implicit
внимательные,Service,Rel,positive,implicit
девушки официанты,Service,Rel,positive,explicit
музыка,Interior,Rel,positive,explicit
Кухня,Food,Rel,positive,explicit
блюда,Food,Rel,negative,explicit
не много людей,Interior,Rel,positive,fct
ресторане,Interior,Rel,neutral,explicit
занято лишь 2-3 столика,Interior,Rel,positive,fct
Ресторан,Whole,Rel,positive,explicit
цене,Price,Rel,neutral,explicit
ужин,Food,Rel,neutral,explicit
заведение,Whole,Prev,positive,explicit
кухня,Food,Rel,negative,explicit
обслуживание,Service,Rel,negative,explicit
суши,Food,Rel,negative,explicit
солеными,Food,Rel,negative,fct
пирожок к первому блюду,Food,Rel,neutral,explicit
кулеш,Food,Rel,neutral,explicit
Блюдо,Food,Rel,neutral,explicit
минут ожидания,Service,Rel,negative,fct
официантку,Service,Rel,negative,explicit
суп,Food,Rel,neutral,explicit
Отказались от супа,Service,Rel,negative,fct
попросили книгу отзывов,Service,Rel,negative,fct
суп,Food,Rel,neutral,explicit
управляющего,Service,Rel,negative,explicit
администратора,Service,Rel,negative,explicit
девушка,Service,Rel,negative,explicit
не представившись,Service,Rel,negative,fct
ждать около получаса,Service,Rel,negative,fct
много клиентов,Service,Rel,negative,fct
клиентов,Service,Rel,negative,explicit
расхлябанность,Service,Rel,negative,implicit
неисполнительность,Service,Rel,negative,implicit
персонала,Service,Rel,negative,explicit
заведении,Whole,Rel,negative,explicit
обслуживание,Service,Rel,negative,explicit
заказали,Service,Rel,neutral,explicit
принесли достаточно быстро,Service,Rel,positive,fct
забыли,Service,Rel,negative,fct
пол часа никто не подходил,Service,Rel,negative,fct
официанты,Service,Rel,negative,explicit
пытались обратить на себя внимание,Service,Rel,negative,fct
ждали напитки,Service,Rel,negative,fct
гостями,Service,Rel,negative,explicit
не прощаются,Service,Rel,negative,fct
сервиса,Service,Rel,negative,explicit
кухни,Food,Rel,positive,explicit
уютного,Interior,Rel,positive,implicit
интерьера,Interior,Rel,positive,explicit
Кухня,Food,Rel,positive,explicit
поварам,Food,Rel,positive,explicit
интерьер,Interior,Rel,positive,explicit
хамство,Service,Rel,negative,implicit
девушки,Service,Rel,negative,explicit
официанткой,Service,Rel,negative,explicit
менеджер,Service,Rel,negative,explicit
ответила что нет,Service,Rel,negative,fct
тан жен,Whole,Rel,both,explicit
кухню,Food,Rel,positive,explicit
желания приходить не было ни у кого,Whole,Rel,negative,fct
гостями,Service,Rel,negative,explicit
менеджер,Service,Rel,negative,explicit
заведение,Whole,Prev,positive,explicit
Столик заказали,Service,Rel,neutral,explicit
обстановка,Service,Rel,positive,explicit
уютная,Interior,Rel,positive,implicit
офицыанта,Service,Rel,negative,explicit
меню ждали,Service,Rel,negative,fct
не дождались,Service,Rel,negative,fct
Заказ,Service,Rel,negative,explicit
приносить через полтора часа,Service,Rel,negative,fct
блюд,Food,Rel,negative,explicit
уютно,Interior,Rel,positive,implicit
программа развлечений,Interior,Rel,positive,explicit
ЗАВЕДЕНИЯ,Whole,Rel,negative,explicit
ждали в гардеробе,Service,Rel,negative,fct
Интерьер,Interior,Rel,positive,explicit
блюда,Food,Rel,neutral,explicit
курицы,Food,Rel,neutral,explicit
конину,Food,Rel,neutral,explicit
Горячее,Food,Rel,negative,explicit
конину,Food,Rel,negative,explicit
блюда,Food,Rel,negative,explicit
разогреты в микроволновке,Food,Rel,negative,fct
Никакой соли,Food,Rel,negative,fct
соли,Food,Rel,negative,explicit
никаких специй,Food,Rel,negative,fct
специй,Food,Rel,negative,explicit
пресная,Food,Rel,negative,explicit
еда,Food,Rel,negative,explicit
официанты,Service,Rel,negative,explicit
Сервировано,Service,Rel,negative,explicit
Доесть,Food,Rel,negative,explicit
Доесть не смогли,Food,Rel,negative,fct
съедобным,Food,Rel,positive,implicit
салат из зелени и овощей,Food,Rel,positive,explicit
Цены,Price,Rel,negative,explicit
кухне,Food,Rel,negative,explicit
больше туда не пойдём,Whole,Rel,negative,fct
персонал,Service,Rel,negative,explicit
официанты,Service,Rel,negative,explicit
знающие меню,Service,Rel,negative,explicit
Приносят не то что заказываешь,Service,Rel,negative,fct
официанты,Service,Rel,both,explicit
вежливые,Service,Rel,positive,implicit
девченки,Service,Rel,positive,explicit
относятся к клиентам,Service,Rel,positive,explicit
через час после заказа,Service,Rel,negative,fct
остывший,Food,Rel,negative,implicit
нет желания заходить сюда,Whole,Rel,negative,fct
сервиса,Service,Rel,negative,explicit
Ребята,Service,Rel,negative,explicit
закусок,Food,Rel,neutral,explicit
салями,Food,Rel,neutral,explicit
оливки,Food,Rel,neutral,explicit
ничего не принесли,Service,Rel,negative,fct
официанта,Service,Rel,negative,explicit
официанты,Service,Rel,negative,explicit
официанта,Service,Rel,negative,explicit
салями,Food,Rel,neutral,explicit
салями,Food,Rel,positive,explicit
чай,Food,Rel,neutral,explicit
ресторан,Whole,Rel,negative,explicit
ресторан 'Хутор Водограй',Whole,Rel,neutral,explicit
кухня,Food,Prev,positive,explicit
обслуживание,Service,Prev,positive,explicit
атмосфера,Interior,Prev,positive,explicit
настроение,Interior,Prev,positive,explicit
украинский колорит,Interior,Prev,positive,explicit
никто не встретил,Service,Rel,negative,fct
долго стояли у входа,Service,Rel,negative,fct
не смог нам помочь,Service,Rel,negative,fct
руководителей,Service,Irr,negative,explicit
официант,Service,Rel,negative,explicit
20 минут ожидания,Service,Rel,negative,fct
поели,Food,Rel,negative,explicit
пирожков,Food,Prev,positive,explicit
ручной работы,Food,Prev,positive,fct
нет в меню,Food,Rel,negative,fct
рестораном,Whole,Rel,negative,explicit
ресторан,Whole,Irr,positive,explicit
месте,Whole,Rel,negative,explicit
Обслуживание,Service,Rel,negative,explicit
офицантки,Service,Rel,negative,explicit
не обращают на тебя никакого внимания,Service,Rel,negative,fct
выражением лица,Service,Rel,negative,explicit
принести,Service,Rel,negative,explicit
еды,Food,Rel,negative,explicit
блюдо,Food,Rel,negative,explicit
ресторанчике,Whole,Rel,negative,explicit
супа,Food,Rel,negative,explicit
скис,Food,Rel,negative,explicit
Интерьер,Interior,Rel,negative,explicit
место,Whole,Rel,negative,explicit
заведений,Whole,Cmpr,negative,explicit
заведение,Whole,Rel,positive,explicit
кухня,Food,Rel,positive,explicit
Карпаччо,Food,Rel,positive,explicit
бальзамиками,Food,Rel,positive,explicit
маслом,Food,Rel,positive,explicit
выбор вин,Food,Rel,positive,explicit
Интерьер,Interior,Rel,positive,explicit
гардероб,Interior,Rel,positive,explicit
диваны,Interior,Rel,positive,explicit
приглушенный свет,Food,Rel,positive,fct
ненавязчивая,Interior,Rel,positive,implicit
музыка,Interior,Rel,positive,explicit
наткнулись там на саксофониста,Interior,Rel,positive,fct
саксофониста,Interior,Rel,positive,explicit
атмосфера,Interior,Rel,positive,explicit
Обслуживание,Service,Rel,negative,explicit
официант,Service,Rel,negative,explicit
на &quot;ты&quot;,Service,Rel,negative,fct
дерзил,Service,Rel,negative,fct
заказал,Service,Rel,negative,explicit
стейк,Food,Rel,neutral,explicit
ждали,Service,Rel,negative,fct
официантка,Service,Rel,negative,explicit
официантке,Service,Rel,neutral,explicit
место,Whole,Rel,positive,explicit
цены,Price,Rel,positive,explicit
замене персонала,Service,Rel,negative,fct
много народу,Interior,Rel,negative,fct
ждали час,Service,Rel,negative,fct
принесли только через час,Service,Rel,negative,fct
перепутали заказ,Service,Rel,negative,fct
часа ожидания,Service,Rel,negative,fct
Паста,Food,Rel,positive,explicit
ризотто,Food,Rel,positive,explicit
пообедать,Food,Rel,neutral,explicit
долгое ожидание,Service,Rel,negative,fct
отчужденность,Service,Rel,negative,implicit
официанта,Service,Rel,negative,explicit
наконец таки пришел,Service,Rel,negative,fct
вежливости,Service,Rel,negative,implicit
обслуживать гостей,Service,Rel,negative,explicit
Уютно,Interior,Rel,positive,implicit
тесно,Interior,Rel,negative,implicit
сервисом,Service,Rel,negative,explicit
Супчики,Food,Rel,positive,explicit
вкусные,Food,Rel,positive,implicit
чаек,Food,Rel,positive,explicit
десерт,Food,Rel,positive,explicit
заказывал столик,Service,Rel,neutral,explicit
Интерьер,Interior,Rel,positive,explicit
кухня,Food,Rel,positive,explicit
обслуживание,Service,Rel,negative,explicit
обслуга,Service,Rel,negative,explicit
девушка,Service,Rel,negative,explicit
бронь столика,Service,Rel,neutral,explicit
НИКТО НЕ ПРЕДУПРЕДИЛ,Service,Rel,negative,fct
Заказ,Service,Rel,positive,explicit
еде,Food,Rel,neutral,explicit
девушка,Service,Rel,negative,explicit
хамски,Service,Rel,negative,implicit
пересесть за другой столик,Service,Rel,negative,fct
чаевых мы не оставили,Service,Rel,negative,fct
чаевых,Service,Rel,negative,explicit
рекомендовать никому не буду,Whole,Rel,negative,fct
усталые,Service,Rel,negative,implicit
приветливые,Service,Rel,positive,implicit
девушки,Service,Rel,both,explicit
проводили до столика,Service,Rel,positive,fct
Виды из окна,Interior,Rel,positive,explicit
Интерьер,Interior,Rel,neutral,explicit
Меню,Food,Rel,both,explicit
томатный суп,Food,Rel,neutral,explicit
стейк из мраморной говядины со свежими томатами,Food,Rel,neutral,explicit
стейк с овощами гриль,Food,Rel,neutral,explicit
Мясо,Food,Rel,both,explicit
прожарено,Food,Rel,negative,explicit
вкусным,Food,Rel,positive,implicit
десерт,Food,Rel,positive,explicit
шоколадные кексы с горячим шоколадом внутри и мороженым,Food,Rel,positive,explicit
вкусно,Food,Rel,positive,implicit
Обслуживание,Service,Rel,negative,explicit
Пепельницу меняли крайне редко,Service,Rel,negative,fct
грязную посуду не замечали,Service,Rel,negative,fct
официант,Service,Rel,positive,explicit
дружелюбным,Service,Rel,positive,implicit
ресторане Волна,Whole,Rel,neutral,explicit
девушка,Service,Rel,positive,explicit
предложила столики,Service,Rel,positive,explicit
вина,Food,Rel,neutral,explicit
вином,Food,Rel,neutral,explicit
официанты,Service,Rel,negative,explicit
вино,Food,Rel,negative,explicit
не смогла обьяснить,Service,Rel,negative,fct
бытылочку вина,Food,Rel,neutral,explicit
салат из рукколы с печеным картофелем,Food,Rel,neutral,explicit
гребешки со спаржей,Food,Rel,neutral,explicit
комплимент от шеф-повара,Service,Rel,positive,explicit
салат,Food,Rel,both,explicit
ждала еще минут,Service,Rel,negative,explicit
атмосфера,Interior,Rel,both,explicit
душно,Interior,Rel,negative,fct
ресторан МИСО,Whole,Prev,positive,explicit
обедать,Food,Prev,positive,explicit
кухней,Food,Prev,positive,explicit
обслуживанием,Service,Prev,positive,explicit
интерьер,Interior,Rel,positive,explicit
атмосфера,Interior,Rel,positive,explicit
ланч,Food,Rel,negative,explicit
человеческий волос,Food,Rel,negative,fct
кусочек мяса,Food,Rel,negative,explicit
заменить блюдо,Service,Rel,negative,fct
заведение,Whole,Rel,negative,explicit
ресторане,Whole,Rel,neutral,explicit
выпить,Food,Rel,neutral,explicit
чаю,Food,Rel,neutral,explicit
вина,Food,Rel,neutral,explicit
официантка,Service,Rel,negative,explicit
ресторане,Whole,Irr,positive,explicit
официантка,Service,Rel,negative,explicit
поработают,Service,Rel,negative,explicit
Чаевые,Service,Rel,negative,explicit
Ценник,Price,Rel,negative,explicit
соленья,Food,Rel,positive,explicit
кармашки с грибами и рыбой,Food,Rel,positive,explicit
жареный камамбер,Food,Rel,positive,explicit
шашлык из свинины,Food,Rel,positive,explicit
свинину с моцареллой и грибами,Food,Rel,positive,explicit
угря,Food,Rel,positive,explicit
порции большие,Food,Rel,positive,fct
медлительные,Service,Rel,negative,implicit
официантки,Service,Rel,negative,explicit
несли долго,Service,Rel,negative,fct
вкусными,Food,Rel,positive,implicit
официантка,Service,Rel,negative,explicit
не принесла счет,Service,Rel,negative,fct
встречают улыбкой,Service,Rel,positive,fct
атмосфере,Interior,Rel,positive,explicit
интерьер,Interior,Rel,positive,explicit
персонал,Service,Rel,positive,explicit
музыкальное сопровождение,Interior,Rel,positive,explicit
свечи- цветы,Interior,Rel,positive,explicit
красиво,Interior,Rel,positive,implicit
кухне,Food,Rel,positive,explicit
подача мяса,Food,Rel,positive,explicit
холодных закусок,Food,Rel,positive,explicit
десертов,Food,Rel,positive,explicit
Комплимент от ресторана,Service,Rel,positive,explicit
вазочки с виноградом,Food,Rel,positive,explicit
вкусно,Food,Rel,positive,implicit
Постное меню,Food,Rel,both,explicit
вкус блюд,Food,Rel,positive,explicit
заведения,Whole,Rel,positive,explicit
уютное,Interior,Rel,positive,implicit
место,Whole,Rel,positive,explicit
официантки,Service,Rel,positive,explicit
улыбаются,Service,Rel,positive,explicit
искренне,Service,Rel,positive,implicit
доброжелательно,Service,Rel,positive,implicit
встречают,Service,Rel,positive,explicit
провожают,Service,Rel,positive,explicit
ненавязчиво,Service,Rel,positive,implicit
меняли блюда,Food,Rel,positive,fct
обслуживания,Service,Rel,positive,explicit
салат с креветками и листьями,Food,Rel,positive,explicit
рулетики из баклажанов,Food,Rel,positive,explicit
начинка,Food,Rel,positive,explicit
грецкие орехи,Food,Rel,positive,explicit
холодный рыбный рулет,Food,Rel,positive,explicit
`корюшка, фаршированная рисом и овощами`,Food,Rel,positive,explicit
вкусное,Food,Rel,positive,implicit
блюдо,Food,Rel,positive,explicit
Свинина,Food,Rel,negative,explicit
непрожарена,Food,Rel,negative,implicit
интерьер,Interior,Rel,positive,explicit
заведение,Whole,Rel,positive,explicit
ресторан,Whole,Rel,positive,explicit
обслуживание,Service,Rel,positive,explicit
встретили,Service,Rel,positive,explicit
проводили,Service,Rel,positive,explicit
усадили,Service,Rel,positive,explicit
подвинули столы,Service,Rel,positive,explicit
Официант девушка,Service,Rel,positive,explicit
вежливая,Service,Rel,positive,implicit
услужливая,Service,Rel,positive,implicit
Еда,Food,Rel,positive,explicit
вкусно,Food,Rel,positive,implicit
Нет в карте вин,Food,Rel,negative,fct
карте вин,Food,Rel,negative,explicit
полусладкого вина,Food,Rel,negative,explicit
алкогольная карта,Food,Rel,positive,explicit
&quot;комплимент&quot; от заведения,Food,Irn,both,fct
отдохнули,Whole,Rel,positive,implicit
заведение,Whole,Rel,negative,explicit
не дешевое,Price,Rel,negative,implicit
обслуживание,Service,Rel,positive,explicit
официант,Service,Rel,positive,explicit
подходил очень часто,Service,Rel,positive,fct
узнавал все ли хорошо,Service,Rel,positive,fct
кальян,Service,Rel,positive,explicit
закуски-крылья,Food,Rel,positive,explicit
сырные шарики,Food,Rel,positive,explicit
фрукты,Food,Rel,positive,explicit
несли не долго,Service,Rel,positive,fct
Бадене,Whole,Rel,neutral,explicit
место,Whole,Rel,positive,explicit
комфортно,Interior,Rel,positive,implicit
уютно,Interior,Rel,positive,implicit
террасе,Interior,Rel,positive,explicit
ресторан,Whole,Rel,neutral,explicit
салат с куриной печенью,Food,Rel,positive,explicit
холодный борщ,Food,Rel,positive,explicit
шашлыки из баранины и телёнка,Food,Rel,positive,explicit
шашлыки,Food,Rel,positive,explicit
Официанты,Service,Rel,positive,explicit
Обслуживание,Service,Rel,positive,explicit
всё во время,Service,Rel,positive,fct
ресторан,Whole,Rel,positive,explicit
ресторане,Whole,Rel,positive,explicit
красивейшем,Interior,Rel,positive,implicit
зале &quot;Царский&quot;,Interior,Rel,positive,explicit
красивый,Interior,Rel,positive,implicit
интерьер,Interior,Rel,positive,explicit
ломился от блюд,Food,Rel,positive,fct
блюд,Food,Rel,positive,explicit
вкусно,Food,Rel,positive,implicit
оформлено,Food,Rel,positive,explicit
меню,Food,Rel,positive,explicit
деньги,Price,Rel,positive,explicit
организацию,Whole,Rel,positive,explicit
работу официантов,Service,Rel,positive,explicit
замечали чего не хватает,Service,Rel,positive,fct
принести,Service,Rel,positive,explicit
налить,Service,Irr,positive,explicit
Ребята,Service,Rel,positive,explicit
работе,Whole,Rel,positive,explicit
работниках ресторана,Service,Rel,positive,explicit
упаковать в пакеты,Service,Rel,positive,fct
&quot;Сытинъ&quot;,Whole,Irr,positive,explicit
праздник,Whole,Rel,positive,explicit
управляющей,Service,Rel,positive,explicit
составить меню,Service,Rel,positive,fct
профессионализм,Service,Rel,positive,implicit
Бронировали столик,Service,Rel,neutral,explicit
обслуживал,Service,Rel,neutral,explicit
Шеф-повар ресторана,Service,Rel,neutral,explicit
мужчина,Service,Rel,positive,explicit
виртуозно,Service,Rel,positive,implicit
вкусно,Food,Rel,positive,implicit
деликатесные,Food,Rel,positive,implicit
блюда,Food,Rel,positive,explicit
профессионалом своего дела,Service,Rel,positive,implicit
блюда,Food,Rel,neutral,explicit
блюда,Food,Cmpr,neutral,explicit
мясной стейк,Food,Rel,negative,explicit
бронировании столика,Service,Rel,neutral,explicit
администратор,Service,Rel,neutral,explicit
внешний вид зала,Interior,Rel,positive,explicit
уютно,Interior,Rel,positive,implicit
ненавязчиво,Interior,Rel,positive,implicit
официантке,Service,Rel,positive,explicit
от нас не отходила,Service,Rel,positive,fct
посетители VIP-зала,Interior,Rel,negative,explicit
аквариум,Interior,Rel,neutral,explicit
ресторане «Кирочный Двор»,Whole,Rel,neutral,explicit
сотрудникам данного заведения,Whole,Rel,positive,explicit
в зале было свободно,Service,Rel,positive,fct
зале,Interior,Rel,positive,explicit
места для танцев,Service,Rel,positive,explicit
Администраторы,Service,Rel,positive,explicit
оформлением зала,Interior,Rel,positive,explicit
ведущих,Service,Rel,positive,explicit
Меню,Food,Rel,neutral,explicit
алкоголь,Food,Rel,neutral,explicit
разрешили привезти,Service,Rel,positive,fct
вкусно,Food,Rel,positive,implicit
широкий выбор блюд,Food,Rel,positive,fct
выбор блюд,Food,Rel,positive,explicit
сыты,Food,Rel,positive,implicit
Банкетный зал,Whole,Rel,neutral,explicit
Места хватило,Interior,Rel,positive,fct
места,Interior,Rel,positive,explicit
интерьеру,Interior,Rel,positive,explicit
зал,Interior,Rel,positive,explicit
кухне,Food,Rel,positive,explicit
вкусно,Food,Rel,positive,implicit
салатов,Food,Rel,positive,explicit
закусок,Food,Rel,positive,explicit
сервирован стол,Service,Rel,positive,explicit
Обслуживание,Service,Rel,positive,explicit
ребята,Service,Rel,positive,explicit
справлялись со своей работой,Service,Rel,positive,fct
персоналу,Service,Rel,positive,explicit
ресторане,Whole,Rel,neutral,explicit
никто не встретил,Service,Rel,negative,fct
персонала,Service,Rel,negative,explicit
бармена,Service,Rel,neutral,explicit
шашлыки из баранины на кости и мякоти,Food,Rel,neutral,explicit
зелень,Food,Rel,neutral,explicit
свежие овощи,Food,Rel,neutral,explicit
картофель айдахо,Food,Rel,neutral,explicit
соусы к мясу и картофелю,Food,Rel,neutral,explicit
чай,Food,Rel,neutral,explicit
кофе,Food,Rel,neutral,explicit
Готовили,Service,Rel,negative,explicit
Мясо,Food,Rel,positive,explicit
вкусное,Food,Rel,positive,implicit
прожаренное,Food,Rel,positive,explicit
сочное,Food,Rel,positive,implicit
прождали,Service,Rel,negative,fct
сыты,Food,Rel,positive,implicit
меню,Food,Rel,positive,explicit
сервис,Service,Rel,negative,explicit
персонала,Service,Rel,negative,explicit
Le Glamure,Whole,Rel,positive,explicit
кухня,Food,Rel,positive,explicit
обслуживание,Service,Rel,positive,explicit
обстановка,Interior,Rel,positive,explicit
красоты,Interior,Rel,positive,implicit
уютный,Interior,Rel,positive,implicit
ресторан,Whole,Rel,positive,explicit
Приветливые,Service,Rel,positive,implicit
официанты,Service,Rel,positive,explicit
еда,Food,Rel,positive,explicit
интерьер,Interior,Rel,positive,explicit
место,Whole,Rel,positive,explicit
ведущей,Service,Rel,positive,explicit
Террасу,Whole,Rel,neutral,explicit
Официантка,Service,Rel,positive,explicit
внимательная,Service,Rel,positive,implicit
Сервис,Service,Rel,both,explicit
Кухня,Food,Rel,positive,explicit
Меню,Food,Rel,positive,explicit
Салаты,Food,Rel,positive,explicit
паста,Food,Rel,positive,explicit
Алкоголь,Food,Rel,positive,explicit
вкусный,Food,Rel,positive,implicit
Цены,Price,Rel,positive,explicit
Терраса,Whole,Rel,positive,explicit
мест,Whole,Rel,positive,explicit
официантка,Service,Rel,positive,explicit
приветливая,Service,Rel,positive,implicit
ненавязчивая,Service,Rel,positive,implicit
интерьер,Interior,Rel,positive,explicit
живая музыка,Interior,Rel,positive,explicit
Обслуживание,Service,Rel,positive,explicit
оперативное,Service,Rel,positive,implicit
ждать 1-2 минуты,Service,Rel,positive,fct
пиво,Food,Rel,positive,explicit
обстановка,Interior,Rel,positive,explicit
уютная,Interior,Rel,positive,implicit
заведение,Whole,Rel,positive,explicit
ресторане Duplex,Whole,Rel,neutral,explicit
ресторан,Whole,Rel,neutral,explicit
ресторан,Whole,Rel,neutral,explicit
качество блюд,Food,Rel,neutral,explicit
интерьер,Interior,Rel,neutral,explicit
места для наших гостей,Interior,Rel,positive,explicit
Менеджер,Service,Rel,positive,explicit
принимал наш заказ,Service,Rel,neutral,explicit
блюда,Food,Rel,positive,explicit
вкусными,Food,Rel,positive,implicit
Стол,Food,Rel,positive,explicit
зал,Interior,Rel,positive,explicit
интерьер,Interior,Rel,positive,explicit
