class	query	query_parsed	infinitive
1	ozbekiston respublikasi qurolli kuchlari akademiyasi		0
1	немецкий алфавит	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	ютуп	S,муж,неод=(вин,ед|им,ед) 	0
1	анна винтур	S,имя,жен,од=им,ед S,муж,неод=(вин,ед|им,ед) 	0
1	аль капоне фото	CONJ= S,фам,муж,од=пр,ед S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	биография владимира березина	S,жен,неод=им,ед S,имя,муж,од=(вин,ед|род,ед) S,фам,жен,од=им,ед 	0
1	айфон 4s	S,муж,неод=(вин,ед|им,ед) 	0
1	тверь википедия	S,гео,жен,неод=(вин,ед|им,ед) S,жен,неод=им,ед 	0
1	род оболенских	S,муж,неод=(вин,ед|им,ед) S,фам,муж,од=(пр,мн|вин,мн|род,мн) 	0
1	доктор айболит	S,муж,од=им,ед S,муж,неод=(вин,ед|им,ед) 	0
1	31 августа день	S,муж,неод=род,ед S,муж,неод=(вин,ед|им,ед) 	0
1	рикки э повери	S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,фам,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	kbvajuhfyekjvfnjp		0
1	пустозерский остров	S,фам,муж,од=им,ед S,муж,неод=(вин,ед|им,ед) 	0
1	вк		0
1	жомарт ертаев и нургуль ертаева фото	S,имя,муж,од=им,ед S,гео,муж,неод=род,мн CONJ= S,имя,жен,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,фам,жен,од=им,ед S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	батрутдинов	S,фам,муж,од=им,ед 	0
1	авиакатастрофы в ссср 1960-1990 годы	S,жен,неод=(вин,мн|род,ед|им,мн) PR= S,reserved,сокр,гео,ед,муж,неод=(пр|вин|дат|род|твор|им) S,муж,неод=(вин,мн|им,мн) 	0
1	киселев юрий владимирович	S,фам,муж,од=им,ед S,имя,муж,од=им,ед S,отч,муж,од=им,ед 	0
1	ораьный секс	S,гео,муж,неод=(вин,ед|им,ед) S,муж,неод=(вин,ед|им,ед) 	0
1	лицензиат википедия	S,муж,неод=(вин,ед|им,ед) S,жен,неод=им,ед 	0
1	порядок получения звания лейтенанта запаса после учебы в мединституте	S,муж,неод=(вин,ед|им,ед) S,сред,неод=(вин,мн|род,ед|им,мн) S,сред,неод=(вин,мн|род,ед|им,мн) S,муж,од=(вин,ед|род,ед) S,муж,неод=род,ед PR= S,жен,неод=(вин,мн|род,ед|им,мн) PR= S,муж,неод=пр,ед 	0
1	завтра была война	ADV= V,нп=прош,ед,изъяв,жен,несов S,жен,неод=им,ед 	0
1	жан-клод бриссо	S,имя,муж,од=им,ед S,имя,жен,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	механическая клавиатура	A=им,ед,полн,жен S,жен,неод=им,ед 	0
1	антон богданов	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	cn.fhns		0
1	наша орлы	APRO=им,ед,жен S,муж,од=им,мн 	0
1	итальянский жеребец	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,од=им,ед 	0
1	мария шарапова	S,имя,жен,од=им,ед S,фам,жен,од=им,ед 	0
1	ip rfvthf xnj nj		0
1	чернобыль	S,муж,неод=(вин,ед|им,ед) 	0
1	земля санникова	S,жен,неод=им,ед S,фам,жен,од=им,ед 	0
1	павел дацюк	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	nel		0
1	шакпак ата фото	S,муж,неод=(вин,ед|им,ед) S,имя,муж,од=им,ед S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	столица калифорнии	S,жен,неод=им,ед S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	сбу украины	S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,гео,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	джордана брюстер	S,фам,муж,од=(вин,ед|род,ед) S,имя,муж,од=им,ед 	0
1	ван гог	PART= S,фам,муж,од=им,ед 	0
1	рене зелвеггер	S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,ед|им,ед) 	0
1	victoriya daineko		0
1	поселок им свердлова спб	S,муж,неод=(вин,ед|им,ед) SPRO,мн=дат S,фам,муж,од=(вин,ед|род,ед) S,reserved,сокр,гео,ед,муж,неод=(пр|вин|дат|род|твор|им) 	0
1	чиповская анна	A=им,ед,полн,жен S,имя,жен,од=им,ед 	0
1	че гевара	S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,имя,жен,од=им,ед 	0
1	перельман гипотеза пуанкаре	S,фам,муж,од=им,ед S,жен,неод=им,ед S,гео,жен,неод=(пр,ед|дат,ед) 	0
1	карл лагерфельд	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	дмитрий зимин википедия	S,имя,муж,од=им,ед S,фам,муж,од=им,ед S,жен,неод=им,ед 	0
1	николай сербский	S,имя,муж,од=им,ед A=(вин,ед,полн,муж,неод|им,ед,полн,муж) 	0
1	родос	S,гео,муж,неод=(вин,ед|им,ед) 	0
1	heavenly sword		0
1	актриса дарья юргенс	S,жен,од=им,ед S,имя,жен,од=им,ед S,муж,неод=(вин,ед|им,ед) 	0
1	1 канал программа	S,муж,неод=(вин,ед|им,ед) S,жен,неод=им,ед 	0
1	антон макарский	S,имя,муж,од=им,ед A=(вин,ед,полн,муж,неод|им,ед,полн,муж) 	0
1	дрг		0
1	сериал черный список	S,муж,неод=(вин,ед|им,ед) A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	флюс	S,муж,неод=(вин,ед|им,ед) 	0
1	в какой области находится г душанбе	PR= APRO=(пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен|вин,ед,муж,неод|им,ед,муж) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) V,нп=непрош,ед,изъяв,3-л,несов S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,гео,ед,муж,неод=(пр|вин|дат|род|твор|им) 	0
1	анна хилькевич	S,имя,жен,од=им,ед S,фам,жен,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	история праздника день петра и февроньи	S,жен,неод=им,ед S,муж,неод=род,ед S,муж,неод=(вин,ед|им,ед) S,имя,муж,од=(вин,ед|род,ед) CONJ= S,имя,жен,од=(род,ед|им,мн) 	0
1	что такое обтачка	CONJ= APRO=(вин,ед,сред|им,ед,сред) S,жен,неод=им,ед 	0
1	тойота	S,жен,неод=им,ед 	0
1	контакт	S,муж,неод=(вин,ед|им,ед) 	0
1	что такое слот	SPRO,ед,сред,неод=(вин|им) APRO=(вин,ед,сред|им,ед,сред) S,муж,неод=(вин,ед|им,ед) 	0
1	не родись красивой	PART= V,нп=ед,пов,2-л,сов A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) 	0
1	нюша биография	S,имя,жен,од=им,ед S,жен,неод=им,ед 	0
1	пляжный футбол чемпионат мира 2015	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) S,муж,неод=(вин,ед|им,ед) S,муж,неод=род,ед 	0
1	период полураспада урана	S,муж,неод=(вин,ед|им,ед) S,муж,неод=род,ед S,муж,неод=род,ед 	0
1	psp		0
1	дюрара	S,муж,неод=род,ед 	0
1	адыгея	S,гео,жен,неод=им,ед 	0
1	лактобацилиус	S,имя,муж,од=им,ед 	0
1	история петра и февронии	S,жен,неод=им,ед S,имя,муж,од=(вин,ед|род,ед) CONJ= S,имя,жен,од=(пр,ед|дат,ед|род,ед|им,мн) 	0
1	трекбол	S,муж,неод=(вин,ед|им,ед) 	0
1	ми-14	S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	derevo grab		0
1	викинги	S,муж,од=им,мн 	0
1	ютуб	S,муж,неод=(вин,ед|им,ед) 	0
1	наталья гундарева	S,имя,жен,од=им,ед S,фам,жен,од=им,ед 	0
1	конгломерат	S,муж,неод=(вин,ед|им,ед) 	0
1	huk.ru		0
1	ник	S,имя,муж,од=им,ед 	0
1	мемориальный комплекс партизанская поляна	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) A=им,ед,полн,жен S,жен,неод=им,ед 	0
1	кило мега гига тера	S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,жен,неод=им,ед S,муж,неод=род,ед S,муж,неод=(вин,мн|род,ед|им,мн) 	0
1	зачарованные	A=(вин,мн,полн,неод|им,мн,полн) 	0
1	декабрист	S,муж,од=им,ед 	0
1	родшвельд	S,муж,неод=(вин,ед|им,ед) 	0
1	сигизмунд 2	S,имя,муж,од=им,ед 	0
1	советские летчики асы второй мировой войны	A=(вин,мн,полн,неод|им,мн,полн) S,муж,од=им,мн S,муж,од=им,мн ANUM=(пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен|вин,ед,муж,неод|им,ед,муж) A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) S,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	апноэ	S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	джуринский водопад	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	осаго википедия	S,reserved,сокр,ед,сред,неод=(пр|вин|дат|род|твор|им) S,жен,неод=им,ед 	0
1	диснееленд париж	S,муж,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,гео,муж,неод=(вин,ед|им,ед) 	0
1	ыкылас суреси казакша	S,имя,муж,од=им,ед S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) S,жен,неод=им,ед 	0
1	винкс.рассказ.заколдованная.фея	S,имя,жен,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,ед|им,ед) A=им,ед,полн,жен S,жен,од=им,ед 	0
1	ютуб	S,муж,неод=(вин,ед|им,ед) 	0
1	сухур	S,муж,неод=(вин,ед|им,ед) 	0
1	валовая прибыль это	A,полн=им,ед,жен S,жен,неод=(вин,ед|им,ед) SPRO,ед,сред,неод=(вин|им) 	0
1	филиппины википедия	S,гео,мн,неод=(вин|им) S,жен,неод=им,ед 	0
1	яндекс	S,муж,неод=(вин,ед|им,ед) 	0
1	cnfkbwbq		0
1	стрелка карт.ру	S,жен,неод=им,ед S,жен,неод=род,мн 	0
1	одноклассники	S,муж,од=им,мн 	0
1	герои меча и магии 3	S,муж,од=им,мн S,муж,неод=род,ед CONJ= S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	принцессы диснея	S,жен,од=(род,ед|им,мн) S,фам,муж,од=(вин,ед|род,ед) 	0
1	эльбрус	S,гео,муж,неод=(вин,ед|им,ед) 	0
1	рессоры	S,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	александр жулин википедия	S,имя,муж,од=им,ед S,фам,муж,од=им,ед S,жен,неод=им,ед 	0
1	ebay.com		0
1	пруссия	S,жен,неод=им,ед 	0
1	столица ямайки	S,жен,неод=им,ед S,гео,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	злата улочка в праге	S,имя,жен,од=им,ед S,жен,неод=им,ед PR= S,гео,жен,неод=(пр,ед|дат,ед) 	0
1	гела месхи	S,муж,од=(вин,ед|род,ед) S,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	урбан	S,имя,муж,од=им,ед 	0
1	евдокия германова личная жизнь	S,имя,жен,од=им,ед S,фам,жен,од=им,ед A=им,ед,полн,жен S,жен,неод=(вин,ед|им,ед) 	0
1	ташир состояние	S,муж,неод=(вин,ед|им,ед) S,сред,неод=(вин,ед|им,ед) 	0
1	колибри	S,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	нью-йорк сити	S,гео,муж,неод=(вин,ед|им,ед) S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	принцессы диснея	S,жен,од=(род,ед|им,мн) S,фам,муж,од=(вин,ед|род,ед) 	0
1	о сахалин южносахалинск	PR= S,гео,муж,неод=(вин,ед|им,ед) S,гео,муж,неод=(вин,ед|им,ед) 	0
1	ласточкино гнездо	A,полн,притяж=(вин,ед,сред|им,ед,сред) S,сред,неод=(вин,ед|им,ед) 	0
1	казань	S,гео,жен,неод=(вин,ед|им,ед) 	0
1	авотар анг песле войты фото	S,муж,неод=(вин,ед|им,ед) S,имя,жен,од=(вин,мн|род,мн) S,сред,неод=пр,ед S,муж,од=им,мн S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	беловежская пуща википедия	A=им,ед,полн,жен S,жен,неод=им,ед S,жен,неод=им,ед 	0
1	танк т 72	S,муж,неод=(вин,ед|им,ед) S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	arc		0
1	фарго	ADV= 	0
1	андрей александрович жданов	S,имя,муж,од=им,ед S,отч,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	msi meneger		0
1	виа синяя птица	S,имя,жен,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) A=им,ед,полн,жен S,жен,од=им,ед 	0
1	слот	S,муж,неод=(вин,ед|им,ед) 	0
1	o-zone		0
1	мейсенский фарфор фото	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	ирина пегова	S,имя,жен,од=им,ед A,полн,притяж=(им,ед,жен|вин,ед,муж,од|род,ед,муж|род,ед,сред) 	0
1	владимир песков	S,имя,муж,од=им,ед S,муж,неод=род,мн 	0
1	генерал-лейтенант картаполов	S,муж,од=им,ед S,муж,неод=род,мн 	0
1	хобл симптомы и лечение	S,жен,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,мн|им,мн) CONJ= S,сред,неод=(вин,ед|им,ед) 	0
1	борджиа	S,ед,неод=(пр|вин|дат|род|твор|им) 	0
1	wahapsapp		0
1	кто основатель эпел	SPRO,ед,муж,од=им S,муж,од=им,ед S,муж,од=им,ед 	0
1	интерстеллар	S,муж,неод=(вин,ед|им,ед) 	0
1	белек турция	S,муж,од=им,ед S,гео,жен,неод=им,ед 	0
1	майкл джордан	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	игра асык на казахском языке	S,жен,неод=им,ед S,гео,муж,неод=(вин,ед|им,ед) PR= A=(пр,ед,полн,муж|пр,ед,полн,сред) S,муж,неод=пр,ед 	0
1	kb thfk		0
1	озерцо минский район	S,сред,неод=(вин,ед|им,ед) A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	лукьяненко все книги	S,фам,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) APRO=(им,мн|вин,ед,сред|им,ед,сред|вин,мн,неод) S,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	чешуницы	S,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	миломан	S,муж,неод=(вин,ед|им,ед) 	0
1	dobele		0
1	брюс уиллис	S,имя,муж,од=им,ед S,имя,муж,од=им,ед 	0
1	русские народные игры	A=(вин,мн,полн,неод|им,мн,полн) A=(вин,мн,полн,неод|им,мн,полн) S,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	наталья фатеева википедия	S,имя,жен,од=им,ед S,фам,жен,од=им,ед S,жен,неод=им,ед 	0
1	померанский шпиц	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	танабата	S,муж,неод=род,ед 	0
1	карл роджерс	S,имя,муж,од=им,ед S,имя,муж,од=им,ед 	0
1	exister		0
1	татьяна доронина биография	S,имя,жен,од=им,ед S,фам,муж,од=(вин,ед|род,ед) S,жен,неод=им,ед 	0
1	день петра и февронии	S,муж,неод=(вин,ед|им,ед) S,имя,муж,од=(вин,ед|род,ед) CONJ= S,имя,жен,од=(пр,ед|дат,ед|род,ед|им,мн) 	0
1	youtube		0
1	ялта	S,гео,жен,неод=им,ед 	0
1	шаблон на разрешение изменение данных	S,муж,неод=(вин,ед|им,ед) PR= S,сред,неод=(вин,ед|им,ед) S,сред,неод=(вин,ед|им,ед) S,мн,неод=(пр|род) 	0
1	саморегулируемая организация это	A,полн=им,ед,жен S,жен,неод=им,ед SPRO,ед,сред,неод=(вин|им) 	0
1	трасса м11 на карте	S,жен,неод=им,ед PR= S,жен,неод=(пр,ед|дат,ед) 	0
1	размер s это какой	S,муж,неод=(вин,ед|им,ед) PART= APRO=(пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен|вин,ед,муж,неод|им,ед,муж) 	0
1	архив российской империи	S,муж,неод=(вин,ед|им,ед) A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	когда день взятия бастилии	CONJ= S,муж,неод=(вин,ед|им,ед) S,сред,неод=(вин,мн|род,ед|им,мн) S,гео,ед,жен,неод=(пр|дат|род) 	0
1	яна рудковская	S,имя,жен,од=им,ед A=им,ед,полн,жен 	0
1	фильм жестокие игры википедия	S,муж,неод=(вин,ед|им,ед) A=(вин,мн,полн,неод|им,мн,полн) S,жен,неод=(вин,мн|род,ед|им,мн) S,жен,неод=им,ед 	0
1	здоровый образ жизни	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	столица брунея	S,жен,неод=им,ед S,гео,муж,неод=род,ед 	0
1	последний президент ссср	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,од=им,ед S,reserved,сокр,гео,ед,муж,неод=(пр|вин|дат|род|твор|им) 	0
1	зе луиш	S,имя,муж,од=им,ед 	0
1	гран при	S,муж,неод=(вин,ед|род,мн|им,ед) PR= 	0
1	уффингтонская белая лошадь	A=им,ед,полн,жен A=им,ед,полн,жен S,жен,од=(вин,ед|им,ед) 	0
1	какие регионы входят в мегафон-кавказ	APRO=(им,мн|вин,мн,неод) S,муж,неод=(вин,мн|им,мн) V,нп=непрош,мн,изъяв,3-л,несов PR= S,муж,неод=(вин,ед|им,ед) S,гео,муж,неод=(вин,ед|им,ед) 	0
1	инверторный кондиционер	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	роман бабаян журналист википедия	S,муж,неод=(вин,ед|им,ед) S,фам,муж,од=им,ед S,муж,од=им,ед S,жен,неод=им,ед 	0
1	агузарова википедия	S,фам,муж,од=(вин,ед|род,ед) S,жен,неод=им,ед 	0
1	частота один герц это сколько	S,жен,неод=им,ед ANUM=(вин,ед,муж,неод|им,ед,муж) S,муж,неод=(вин,ед|род,мн|им,ед) PART= ADV= 	0
1	эссе википедия	S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,жен,неод=им,ед 	0
1	шлем ужаса	S,муж,неод=(вин,ед|им,ед) S,муж,неод=род,ед 	0
1	трансфер	S,муж,неод=(вин,ед|им,ед) 	0
1	евреи	S,муж,од=им,мн 	0
1	portugal the man		0
1	краснодарский край	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	андрей макаревич	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	st malo		0
1	станислв дужников	S,мн,неод=род S,фам,муж,од=им,ед 	0
1	гормон роста	S,муж,неод=(вин,ед|им,ед) S,муж,неод=(вин,мн|род,ед|им,мн) 	0
1	мгла	S,жен,неод=им,ед 	0
1	группа моя мишель википедия	S,жен,неод=им,ед APRO=им,ед,жен S,имя,муж,од=им,ед S,жен,неод=им,ед 	0
1	биробиджан	S,гео,муж,неод=(вин,ед|им,ед) 	0
1	lte что это	CONJ= SPRO,ед,сред,неод=(вин|им) 	0
1	станция кондратьевка донецкой жд	S,жен,неод=им,ед S,жен,неод=им,ед A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) 	0
1	мраморный дворец спб	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) S,reserved,сокр,гео,ед,муж,неод=(пр|вин|дат|род|твор|им) 	0
1	игорь макаров хоккеист	S,имя,муж,од=им,ед S,фам,муж,од=им,ед S,муж,од=им,ед 	0
1	нормальное атмосферное давление	A=(вин,ед,полн,сред|им,ед,полн,сред) A=(вин,ед,полн,сред|им,ед,полн,сред) S,сред,неод=(вин,ед|им,ед) 	0
1	мстители	S,муж,од=им,мн 	0
1	генералы царской армии	S,муж,од=им,мн A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	великие шахматисты мира	A=(вин,мн,полн,неод|им,мн,полн) S,муж,од=им,мн S,муж,неод=род,ед 	0
1	производство металла на металлурги ческих комбинатах способы	S,сред,неод=(вин,ед|им,ед) S,муж,неод=род,ед PR= S,муж,од=им,мн A,обсц=(пр,мн,полн|вин,мн,полн,од|род,мн,полн) S,муж,неод=пр,мн S,муж,неод=(вин,мн|им,мн) 	0
1	ltym hs frf		0
1	статистика боев владимира кличко	S,жен,неод=им,ед S,муж,неод=род,мн S,имя,муж,од=(вин,ед|род,ед) S,фам,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	петр и февронья легенда	S,имя,муж,од=им,ед CONJ= S,имя,жен,од=им,ед S,жен,неод=им,ед 	0
1	crhbv drbgtlbz		0
1	название региона в ростове	S,сред,неод=(вин,ед|им,ед) S,муж,неод=род,ед PR= S,гео,муж,неод=пр,ед 	0
1	милан фк	S,гео,муж,неод=(вин,ед|им,ед) S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	рамблер почта	S,муж,неод=(вин,ед|им,ед) S,жен,неод=им,ед 	0
1	ольга шелест википедия	S,имя,жен,од=им,ед S,муж,неод=(вин,ед|им,ед) S,жен,неод=им,ед 	0
1	волатильно	ADV= 	0
1	зак задиака 4 марта	S,имя,муж,од=им,ед S,муж,неод=род,ед S,муж,неод=род,ед 	0
1	ютуб	S,муж,неод=(вин,ед|им,ед) 	0
1	восьмидесятые	ANUM=(им,мн|вин,мн,неод) 	0
1	устюгов актер	S,фам,муж,од=им,ед S,муж,од=им,ед 	0
1	мурат насыров	S,имя,муж,од=им,ед S,имя,муж,од=(вин,мн|род,мн) 	0
1	развод по шариату причины и последствия	S,муж,неод=(вин,ед|им,ед) PR= S,муж,неод=дат,ед S,жен,неод=(вин,мн|род,ед|им,мн) CONJ= S,сред,неод=(вин,мн|род,ед|им,мн) 	0
1	майнкрафт	S,муж,неод=(вин,ед|им,ед) 	0
1	монтмориллонит	S,муж,неод=(вин,ед|им,ед) 	0
1	конверт формата а5	S,муж,неод=(вин,ед|им,ед) S,муж,неод=род,ед 	0
1	доминация	S,жен,неод=им,ед 	0
1	список 28 героев панфиловцев	S,муж,неод=(вин,ед|им,ед) S,муж,од=(вин,мн|род,мн) S,муж,од=(вин,мн|род,мн) 	0
1	вс	S,муж,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	женщины президенты	S,жен,од=(род,ед|им,мн) S,муж,од=им,мн 	0
1	акриловая краска	A=им,ед,полн,жен S,жен,неод=им,ед 	0
1	до смерти красива	PR= S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) A=ед,кр,жен 	0
1	в каком году создали презервативы	PR= APRO=(пр,ед,муж|пр,ед,сред) S,муж,неод=(дат,ед|местн,ед) V,пе=прош,мн,изъяв,сов S,муж,неод=(вин,мн|им,мн) 	0
1	жанна фриске википедия	S,имя,жен,од=им,ед S,фам,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,жен,неод=им,ед 	0
1	липа мелколистная	S,жен,неод=им,ед A=им,ед,полн,жен 	0
1	признаки появления пениса в женском половом органе	S,муж,неод=(вин,мн|им,мн) S,сред,неод=(вин,мн|род,ед|им,мн) S,муж,неод=род,ед PR= A=(пр,ед,полн,муж|пр,ед,полн,сред) A=(пр,ед,полн,муж|пр,ед,полн,сред) S,муж,неод=пр,ед 	0
1	sensation 2015		0
1	золотий жук	S,сред,неод=род,мн S,муж,од=им,ед 	0
